"Gender","Location","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men","Group Donation","Busan","Composition Rate[%]","%","48.9","44.9","44.6","42.5","38.9","36.6","35.9","37.6","33.3","28.4","29.2","31.3","30.9","29","27.3","22.1","22.4","20.3","22.9",
"Men","Group Donation","Daegu/Gyeongbook","Donation Count[Unit]","Unit","92169","79707","65971","69868","69633","63693","62170","67840","69622","69117","62959","65144","63948","60407","53396","30589","38092","41825","46909",
"Men","Group Donation","Daegu/Gyeongbook","Composition Rate[%]","%","62.8","57","56.3","52.8","45.9","43.5","43.7","44.6","41.9","38.7","35.4","38.7","37.1","34.2","31.9","22","23.9","26.3","28",
"Men","Group Donation","Incheon","Donation Count[Unit]","Unit","49722","44940","34036","39895","35226","37716","40934","37767","33871","35423","31941","35018","37229","30789","33756","28014","23165","21775","23016",
"Men","Group Donation","Incheon","Composition Rate[%]","%","54.9","51.8","43","46","39.1","36.7","35.5","33","28.9","28.5","26.3","30.9","32.2","27.8","30.1","23.5","19.3","18.1","18.1",
"Men","Group Donation","Ulsan","Donation Count[Unit]","Unit","34378","30885","28543","29460","29443","27096","26582","28140","27112","29138","29053","27648","26406","24193","26594","23243","22091","20370","21715",
"Men","Group Donation","Ulsan","Composition Rate[%]","%","55.6","47.6","54.2","52.6","51.3","49.2","48.9","48.6","44.9","42.8","41.5","42.1","40.1","36.7","38.8","36.5","34.6","31.7","29.4",
"Men","Group Donation","Gyeonggi","Donation Count[Unit]","Unit","65739","61546","52149","55537","51222","47351","47473","46461","50207","54311","53135","56558","57356","48638","49067","43950","35777","34235","36846",
"Men","Group Donation","Gyeonggi","Composition Rate[%]","%","56","53.6","50.7","50.4","41.9","38.3","37.5","36.2","35.7","35.7","33.4","36.6","35.9","31.1","30.9","25.7","21.2","21.5","21.8",
"Men","Group Donation","Gangwon","Donation Count[Unit]","Unit","63228","53699","42589","45820","45802","45919","49153","59709","63428","62811","68795","75885","78407","83415","75777","66876","61645","49381","53986",
"Men","Group Donation","Gangwon","Composition Rate[%]","%","83.7","79.3","76.6","74.3","71.2","69.2","67.9","69.4","66.7","62.9","59.2","62.1","61.6","61.9","59.5","57","56","50.2","50.9",
"Men","Group Donation","Chungbook","Donation Count[Unit]","Unit","35726","34779","33056","39840","42255","38370","32227","36358","33181","32931","32236","31614","31600","31149","33173","28523","27459","24959","26928",
"Men","Group Donation","Chungbook","Composition Rate[%]","%","58.8","56.3","56.6","59.4","53.6","47.9","44.9","46.4","44.3","44.1","43.8","47.4","43.9","43.6","47.2","43.3","43","40.8","42.4",
"Men","Group Donation","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","108029","78099","75029","82925","78248","80643","70873","69358","75753","75192","77831","76071","69317","71624","68965","56317","53300","49690","52676",
"Men","Group Donation","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","76.8","66.9","65","62.4","56","54.1","48.8","45.5","46.3","44","43.1","44.4","40","40.1","39.1","32.8","31.9","30.1","31.3",
"Men","Group Donation","Jeonbook","Donation Count[Unit]","Unit","57267","49307","41290","45195","48337","49695","44909","45843","46378","39146","43500","44240","42818","41607","38270","31146","31756","26037","28149",
"Men","Group Donation","Jeonbook","Composition Rate[%]","%","60","55.5","54.5","55.2","52.8","52.6","49.4","49.6","48.4","43.6","45.9","50.5","49.1","50.4","47.1","40.8","41.6","37.6","38.7",
"Men","Group Donation","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","80038","66479","59669","62146","62002","57167","52017","51779","54304","47968","43291","44573","48867","44151","44348","32488","34760","29689","32662",
"Men","Group Donation","Gwangju/Jeonnaam","Composition Rate[%]","%","60.6","46.1","47.4","47.2","45.1","43.9","42.2","42.5","40.5","34.4","30.5","33.5","33.1","31.3","31.3","25.5","27.2","23.8","25.3",
"Men","Group Donation","Gyeongnaam","Donation Count[Unit]","Unit","63824","57902","48935","53299","55705","52717","48953","51498","51944","55769","49287","47792","46674","47106","46950","40724","35333","32090","38608",
"Men","Group Donation","Gyeongnaam","Composition Rate[%]","%","72.3","66.1","64.9","63.1","59.5","55.2","53.2","54.3","50.1","50.1","46.4","47.7","46","45.8","46.3","40.6","37.2","34.8","39",
"Men","Group Donation","Jeju","Donation Count[Unit]","Unit","17439","16885","15500","13742","12764","11092","10406","9543","9152","10259","11246","10901","11166","10708","9827","9641","9667","9173","9989",
"Men","Group Donation","Jeju","Composition Rate[%]","%","69.9","71.1","72","59.2","51","44.9","47.9","46.5","42.6","44.3","43.8","46","43.4","44.2","39.9","33.2","32.8","31.6","30.7",
"Men","Group Donation","Outside of Korean Red Cross","Donation Count[Unit]","Unit","0","0","0","0","29614","29444","27755","31589","30494","27173","26279","25971","27372","21082","19001","11653","14883","23081","30880",
"Men","Group Donation","Outside of Korean Red Cross","Composition Rate[%]","%","0","0","0","0","36.8","29.3","25.9","27.4","24.1","20.9","19.4","18.4","19.1","15.7","14.9","9.4","12.1","16.4","18.9",
"Men","Highschool","Total","Donation Count[Unit]","Unit","215765","236004","220775","242289","222521","274838","270955","262601","260540","257492","235363","251457","241711","225667","219656","68153","94120","104951","134638",
"Men","Highschool","Total","Composition Rate[%]","%","11.8","13.2","13.9","13.9","11.1","14.5","14.9","13.8","12.8","12","10.9","12.2","11.3","10.7","10.8","3.6","5","5.6","6.7",
"Men","Highschool","Korean Red Cross","Donation Count[Unit]","Unit","215765","236004","220775","242289","208644","259408","254053","250608","249080","248430","227817","242627","234989","219953","215891","67708","92817","102558","130977",
"Men","Highschool","Korean Red Cross","Composition Rate[%]","%","12.1","13.5","14.3","14.4","11.6","14.4","14.8","14","13","12.4","11.2","12.6","11.8","11.1","11.3","3.8","5.2","5.9","7.1",
"Men","Highschool","Central Seoul","Donation Count[Unit]","Unit","14522","13637","12310","9881","7853","15599","","","","","","","","10296","10651","2816","4697","6084","8215",
"Men","Highschool","Central Seoul","Composition Rate[%]","%","8.6","7.8","9","6.7","5.3","9","","","","","","","","5.3","5.8","1.8","3","3.9","5",
"Men","Highschool","Western Seoul","Donation Count[Unit]","Unit","10700","13332","11864","12353","8702","3501","16595","17221","19091","25667","19450","16911","13338","","","","","","",
"Men","Highschool","Western Seoul","Composition Rate[%]","%","9.4","11.7","10.1","9.7","6.1","5.4","9.3","9","9.1","10.9","8.4","8","6.6","","","","","","",
"Men","Highschool","Southern Seoul","Donation Count[Unit]","Unit","10484","9974","9443","9113","6050","10640","11251","9449","11869","12569","10376","12222","13743","12386","12533","2179","2771","6338","10249",
"Men","Highschool","Southern Seoul","Composition Rate[%]","%","7","6.6","6.9","6.4","3.9","6.6","7","5.7","6.9","7.4","6.3","7.2","7.4","7.1","7.8","1.5","2.1","4.8","7",
"Men","Highschool","Eastern Seoul","Donation Count[Unit]","Unit","15448","18391","19861","21959","19566","24472","22258","22405","19169","20669","19502","17460","17467","16922","15904","1865","3200","5195","7464",
"Men","Highschool","Eastern Seoul","Composition Rate[%]","%","9.7","12.2","15.6","16.3","13.8","15.1","13","12.4","9.7","9.7","9.4","8.9","8.7","8.4","8.5","1.1","1.9","3.1","4.1",
"Men","Highschool","Busan","Donation Count[Unit]","Unit","16943","19987","17689","20409","14907","20084","18040","18656","19522","15317","16548","18188","16285","16020","15513","5604","6912","7060","10317",
"Men","Highschool","Busan","Composition Rate[%]","%","10.4","12.5","12","13","9.3","12","12","12.2","12.5","9.8","10.4","12.7","10.7","10.2","10.4","4.1","5.1","5.1","7.2",
"Men","Highschool","Daegu/Gyeongbook","Donation Count[Unit]","Unit","23884","24662","22749","25111","23388","25139","24853","25409","24901","24608","20821","24738","23705","23152","18759","5073","7620","9351","12629",
"Men","Highschool","Daegu/Gyeongbook","Composition Rate[%]","%","16.3","17.6","19.4","19","15.4","17.2","17.5","16.7","15","13.8","11.7","14.7","13.7","13.1","11.2","3.6","4.8","5.9","7.5",
"Men","Highschool","Incheon","Donation Count[Unit]","Unit","20834","18567","15455","16366","12984","18691","24034","21997","18896","19595","16772","17843","15862","14641","13105","2233","2747","2966","5332",
"Men","Highschool","Incheon","Composition Rate[%]","%","23","21.4","19.5","18.9","14.4","18.2","20.8","19.2","16.1","15.8","13.8","15.8","13.7","13.2","11.7","1.9","2.3","2.5","4.2",
"Men","Highschool","Ulsan","Donation Count[Unit]","Unit","10232","8872","9665","10556","11802","12662","11963","13015","13744","13721","15279","15123","14569","13203","13013","5234","7213","8844","9726",
"Men","Highschool","Ulsan","Composition Rate[%]","%","16.5","13.7","18.4","18.8","20.6","23","22","22.5","22.8","20.1","21.8","23","22.1","20","19","8.2","11.3","13.8","13.2",
"Men","Highschool","Gyeonggi","Donation Count[Unit]","Unit","14392","22093","19469","20545","17408","20972","22169","17272","17594","18864","17707","19690","17977","13471","14819","4044","4019","5424","7291",
"Men","Highschool","Gyeonggi","Composition Rate[%]","%","12.3","19.2","18.9","18.7","14.2","17","17.5","13.5","12.5","12.4","11.1","12.7","11.3","8.6","9.3","2.4","2.4","3.4","4.3",
"Men","Highschool","Gangwon","Donation Count[Unit]","Unit","4076","3439","3814","4396","4484","7234","9299","8159","8826","9926","10187","9344","8730","9248","8952","1956","2336","2815","4548",
"Men","Highschool","Gangwon","Composition Rate[%]","%","5.4","5.1","6.9","7.1","7","10.9","12.8","9.5","9.3","9.9","8.8","7.6","6.9","6.9","7","1.7","2.1","2.9","4.3",
"Men","Highschool","Chungbook","Donation Count[Unit]","Unit","9325","9821","10664","13647","13564","13218","10969","12930","12087","10335","11355","10931","10102","9153","9631","3480","5605","5104","5836",
"Men","Highschool","Chungbook","Composition Rate[%]","%","15.3","15.9","18.3","20.3","17.2","16.5","15.3","16.5","16.1","13.9","15.4","16.4","14","12.8","13.7","5.3","8.8","8.3","9.2",
"Men","Highschool","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","17240","22054","21976","23570","16890","26044","25538","24775","23748","26697","23843","26326","24624","24418","24108","7335","12712","12439","13894",
"Men","Highschool","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","12.3","18.9","19","17.7","12.1","17.5","17.6","16.3","14.5","15.6","13.2","15.4","14.2","13.7","13.7","4.3","7.6","7.5","8.3",
"Men","Highschool","Jeonbook","Donation Count[Unit]","Unit","15475","16101","13345","14368","15196","16733","14455","14992","15040","9715","11508","13053","14477","14388","14513","8998","10308","9336","9413",
"Men","Highschool","Jeonbook","Composition Rate[%]","%","16.2","18.1","17.6","17.6","16.6","17.7","15.9","16.2","15.7","10.8","12.1","14.9","16.6","17.4","17.8","11.8","13.5","13.5","12.9",
"Men","Highschool","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","20559","20422","19580","22260","20354","23810","21695","22452","21999","18515","16594","20659","21714","19262","21001","6487","10977","9677","11871",
"Men","Highschool","Gwangju/Jeonnaam","Composition Rate[%]","%","15.6","14.1","15.6","16.9","14.8","18.3","17.6","18.4","16.4","13.3","11.7","15.5","14.7","13.6","14.8","5.1","8.6","7.7","9.2",
"Men","Highschool","Gyeongnaam","Donation Count[Unit]","Unit","8246","10432","8500","13321","11427","16058","15895","17838","18530","17549","13501","15440","18244","18350","18809","7088","7524","7875","9986",
"Men","Highschool","Gyeongnaam","Composition Rate[%]","%","9.3","11.9","11.3","15.8","12.2","16.8","17.3","18.8","17.9","15.7","12.7","15.4","18","17.8","18.6","7.1","7.9","8.5","10.1",
"Men","Highschool","Jeju","Donation Count[Unit]","Unit","3405","4220","4391","4434","4069","4551","5039","4038","4064","4683","4374","4699","4152","5043","4580","3316","4176","4050","4206",
"Men","Highschool","Jeju","Composition Rate[%]","%","13.6","17.8","20.4","19.1","16.3","18.4","23.2","19.7","18.9","20.2","17","19.8","16.1","20.8","18.6","11.4","14.2","14","12.9",
"Men","Highschool","Outside of Korean Red Cross","Donation Count[Unit]","Unit","0","0","0","0","13877","15430","16902","11993","11460","9062","7546","8830","6722","5714","3765","445","1303","2393","3661",
"Men","Highschool","Outside of Korean Red Cross","Composition Rate[%]","%","0","0","0","0","17.3","15.3","15.8","10.4","9.1","7","5.6","6.3","4.7","4.3","3",".4","1.1","1.7","2.2",
"Men","University","Total","Donation Count[Unit]","Unit","76161","83475","58051","61394","61776","50175","47298","52302","58233","62187","62988","52660","52349","50647","55202","12514","23993","37003","44776",
"Men","University","Total","Composition Rate[%]","%","4.2","4.7","3.6","3.5","3.3","2.6","2.6","2.7","2.9","2.9","2.9","2.5","2.5","2.4","2.7",".7","1.3","2","2.2",
"Men","University","Korean Red Cross","Donation Count[Unit]","Unit","76161","83475","58051","61394","61776","50175","47298","45829","51844","55733","56734","46570","46669","46393","50414","12042","22695","33281","39357",
"Men","University","Korean Red Cross","Composition Rate[%]","%","4.3","4.8","3.8","3.7","3.4","2.8","2.8","2.6","2.7","2.8","2.8","2.4","2.3","2.4","2.6",".7","1.3","1.9","2.1",
"Men","University","Central Seoul","Donation Count[Unit]","Unit","5349","5504","4673","3404","3230","1852","","","","","","","","858","1287","149","281","728","1626",
"Men","University","Central Seoul","Composition Rate[%]","%","3.1","3.2","3.4","2.3","2.2","1.1","","","","","","","",".4",".7",".1",".2",".5","1",
"Men","University","Western Seoul","Donation Count[Unit]","Unit","1268","1406","1317","1258","936","370","2055","2960","2044","1872","1776","1343","1131","","","","","","",
"Men","University","Western Seoul","Composition Rate[%]","%","1.1","1.2","1.1","1",".7",".6","1.1","1.5","1",".8",".8",".6",".6","","","","","","",
"Men","University","Southern Seoul","Donation Count[Unit]","Unit","3429","5734","4749","2820","3381","1932","1695","1551","1356","1863","1647","1164","2229","2009","2147","481","383","699","851",
"Men","University","Southern Seoul","Composition Rate[%]","%","2.3","3.8","3.5","2","2.2","1.2","1.1",".9",".8","1.1","1",".7","1.2","1.2","1.3",".3",".3",".5",".6",
"Men","University","Eastern Seoul","Donation Count[Unit]","Unit","6598","7613","4976","4180","5252","3612","3036","2464","2190","2310","1516","1548","1864","1977","2065","1728","2219","2348","2698",
"Men","University","Eastern Seoul","Composition Rate[%]","%","4.2","5","3.9","3.1","3.7","2.2","1.8","1.4","1.1","1.1",".7",".8",".9","1","1.1","1","1.3","1.4","1.5",
"Men","University","Busan","Donation Count[Unit]","Unit","4147","7372","3943","3980","5353","4994","4368","4727","4679","3477","4478","2264","2811","2399","2784","542","2149","3320","3577",
"Men","University","Busan","Composition Rate[%]","%","2.5","4.6","2.7","2.5","3.3","3","2.9","3.1","3","2.2","2.8","1.6","1.9","1.5","1.9",".4","1.6","2.4","2.5",
"Men","University","Daegu/Gyeongbook","Donation Count[Unit]","Unit","8953","9761","8929","11279","8491","6672","6255","8232","9695","10151","8405","8464","7581","8287","7552","1405","4065","5442","5835",
"Men","University","Daegu/Gyeongbook","Composition Rate[%]","%","6.1","7","7.6","8.5","5.6","4.6","4.4","5.4","5.8","5.7","4.7","5","4.4","4.7","4.5","1","2.6","3.4","3.5",
