"Gender","Monthly","Donation Source","Ç×¸ñ","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Women","September","Gyeongnaam","Composition Rate[%]","%","9.2","8.3","8.3","10.3","8.3","10.1","9.1","7.2","6.6","7.9","8.1","6.8","9.8","7.9","8","8.9","7.1","8.6","8.9",
"Women","September","Jeju","Donation Count","Unit","624","639","624","831","1081","1083","963","805","1066","1188","1378","999","1094","945","860","1133","911","923","1295",
"Women","September","Jeju","Composition Rate[%]","%","9.3","10.6","10.4","8.9","9.1","7.9","7.7","7.1","8.3","8.3","9.2","8.3","9","9.4","7.6","9","7.2","7.2","8.9",
"Women","September","Outside of Korean Red Cross","Donation Count","Unit","602","1032","1330","1567","2367","4489","4698","4796","5599","5315","5823","5607","5398","5146","3721","3931","4163","5262","5106",
"Women","September","Outside of Korean Red Cross","Composition Rate[%]","%","7","12.6","10.5","8.6","8.6","9.1","7.7","7.4","7","6.8","7.8","7","7.7","7.6","7.5","7.4","7.6","8.4","7.2",
"Women","October","Total","Donation Count","Unit","36645","42146","47582","55937","52172","64264","62976","69735","82256","80561","84196","75258","60885","66685","69784","57772","55251","70519","62153",
"Women","October","Total","Composition Rate[%]","%","8.3","8.3","9.6","9.2","7.6","8.4","8","8.5","9.4","8.8","9.2","9.4","7.6","8.6","9.2","8.3","7.8","9.1","8.1",
"Women","October","Korean Red Cross","Donation Count","Unit","35752","41110","46350","54230","49527","59504","57761","64457","75161","74061","77350","66422","56054","61484","64231","54103","50585","65495","55232",
"Women","October","Korean Red Cross","Composition Rate[%]","%","8.2","8.2","9.6","9.2","7.5","8.3","7.9","8.6","9.4","8.8","9.2","9.2","7.7","8.7","9.1","8.4","7.7","9.2","7.9",
"Women","October","Central Seoul","Donation Count","Unit","3576","4061","5376","5587","4157","7426","","","","","","","","5508","6267","5188","5316","6534","5108",
"Women","October","Central Seoul","Composition Rate[%]","%","8.8","8.5","10.7","9.2","6.9","9.4","","","","","","","","7.7","9.2","8.1","8.7","9.6","7.4",
"Women","October","Western Seoul","Donation Count","Unit","1673","2370","3292","4358","3903","-","7250","7022","8235","8055","8086","6802","5048","","","","","","",
"Women","October","Western Seoul","Composition Rate[%]","%","8.5","9.7","8.8","10.1","7.3","-","7.8","7.7","8.9","8.1","8","8.5","6.7","","","","","","",
"Women","October","Southern Seoul","Donation Count","Unit","2264","3497","3238","3601","5288","4755","4372","4908","5219","5106","5056","5838","4817","4815","5029","3606","3499","4070","3387",
"Women","October","Southern Seoul","Composition Rate[%]","%","7.3","9.1","8.9","8.2","7.4","8.2","7.6","7.8","8.3","8.6","8.6","10.1","7.8","8.5","9.2","7.8","8","8.3","6.9",
"Women","October","Eastern Seoul","Donation Count","Unit","3005","4520","5068","5404","3711","7610","7505","8885","8839","8235","9037","7039","6826","6521","7106","5366","5303","6465","5598",
"Women","October","Eastern Seoul","Composition Rate[%]","%","8.2","9.1","9.2","8.5","7.3","8.8","8","9.4","9.1","8.1","9.8","9.1","8.7","8.4","9.6","8.9","8.4","9","7.5",
"Women","October","Busan","Donation Count","Unit","3212","4115","2990","4562","4145","5603","4268","5639","7556","7421","7620","5588","4972","5377","5539","4800","4383","5871","4807",
"Women","October","Busan","Composition Rate[%]","%","6.4","7.9","7.1","8.6","7.3","8.5","6.5","8.5","10.1","9.4","9.6","9","7.8","8","8.7","8.1","7.4","8.9","7.6",
"Women","October","Daegu/Gyeongbook","Donation Count","Unit","3626","4269","4252","5756","4965","5704","5686","6834","7369","8674","8244","6372","5036","6441","5375","5272","4968","6236","5099",
"Women","October","Daegu/Gyeongbook","Composition Rate[%]","%","7.6","8.7","10.6","10.3","7.8","8.6","8.2","9.1","9.4","10.2","10","9.3","7.4","9.3","8.2","9.2","7.5","9.4","8.2",
"Women","October","Incheon","Donation Count","Unit","2779","2784","3769","2750","2774","4237","5375","5170","6178","5225","5124","4510","3627","3945","4619","3526","3935","4887","3780",
"Women","October","Incheon","Composition Rate[%]","%","7.2","8.2","12.2","7.8","6.8","8.2","9","8.8","10.2","8.5","8.6","9.3","7.6","8.5","10","7.7","8.4","9.6","7.6",
"Women","October","Ulsan","Donation Count","Unit","1861","1210","1474","1386","1360","1556","1498","1812","1851","1977","2074","1999","1357","1941","2148","1602","1415","2491","2243",
"Women","October","Ulsan","Composition Rate[%]","%","11","7","11.5","9.1","8.2","8.1","7.8","8.5","8.8","9.3","8.8","9.3","6.7","9.4","9.3","8.5","7.2","10.9","8.8",
"Women","October","Gyeonggi","Donation Count","Unit","1453","1873","2290","2834","3192","3918","3876","4013","4588","5195","5798","4801","3635","4221","4735","4337","4448","4740","4748",
"Women","October","Gyeonggi","Composition Rate[%]","%","6.9","7","8.7","9","7.5","8.2","7.7","8.5","9","9.6","9.7","9.5","7.1","8.9","9.1","7.9","7.8","8.2","8.5",
"Women","October","Gangwon","Donation Count","Unit","718","765","848","1284","1330","1936","1986","2496","2898","2852","3311","2791","2737","2379","2379","2142","2027","2219","2104",
"Women","October","Gangwon","Composition Rate[%]","%","9.4","8.6","9.4","11.1","8.6","11.2","10","11.2","11.4","10.1","9.9","10.1","9.9","8.9","9.1","9.2","8.4","8.4","7.8",
"Women","October","Chungbook","Donation Count","Unit","1899","1470","1542","1863","1687","1901","1417","2281","2200","2332","2255","2324","2022","1803","2225","1731","1468","2191","1940",
"Women","October","Chungbook","Composition Rate[%]","%","11.4","8.5","10.7","10.4","8.2","9","7.3","10.5","9.5","9.1","8.7","10.3","8.5","8.1","9.3","8.7","7.1","9.7","8.9",
"Women","October","Daejeon/Sejong/Chungnaam","Donation Count","Unit","2179","2359","3100","4301","3571","3407","3372","4952","6382","5541","6434","6012","5479","7002","6857","5627","4866","6757","5058",
"Women","October","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","10.5","7.8","10","10.6","8.3","7.9","7.6","9.2","10.6","9","9.4","9.2","8.1","10.1","9.5","8.4","7.3","9.4","7.6",
"Women","October","Jeonbook","Donation Count","Unit","2771","2517","2407","2658","2426","2559","2691","2969","3306","2875","3487","2685","2047","2299","2607","2476","2026","2665","2811",
"Women","October","Jeonbook","Composition Rate[%]","%","10.9","8.4","10.7","10.2","8.2","8.4","7.8","8.3","9.3","8.1","10.2","9.4","7.6","8.8","9.5","9.4","7.6","9.6","10.3",
"Women","October","Gwangju/Jeonnaam","Donation Count","Unit","3391","3760","4543","5156","4481","5486","5870","4949","6655","6875","7192","6451","5571","5418","5761","5026","4091","6359","4498",
"Women","October","Gwangju/Jeonnaam","Composition Rate[%]","%","8","6.8","8.7","8.2","7","8.1","8.5","7.8","9.3","8.8","9","9.4","7.7","8.3","8.9","9","7.1","9.8","7.5",
"Women","October","Gyeongnaam","Donation Count","Unit","885","1087","1694","1800","1595","2309","1558","1774","2778","2446","2177","2303","2074","2853","2543","2369","2019","2777","2658",
"Women","October","Gyeongnaam","Composition Rate[%]","%","7.2","7.2","10.3","10.2","7.6","9.6","7","7","8.9","7.7","7.4","8.3","7.1","9","8.1","7.7","6.8","8.9","8.9",
"Women","October","Jeju","Donation Count","Unit","460","453","467","930","942","1097","1037","753","1107","1252","1455","907","806","961","1041","1035","821","1233","1393",
"Women","October","Jeju","Composition Rate[%]","%","6.9","7.5","7.8","10","7.9","8","8.3","6.6","8.6","8.8","9.7","7.5","6.7","9.6","9.2","8.2","6.5","9.7","9.6",
"Women","October","Outside of Korean Red Cross","Donation Count","Unit","893","1036","1232","1707","2645","4760","5215","5278","7095","6500","6846","8836","4831","5201","5553","3669","4666","5024","6921",
"Women","October","Outside of Korean Red Cross","Composition Rate[%]","%","10.4","12.7","9.7","9.4","9.6","9.7","8.6","8.1","8.9","8.3","9.1","11","6.9","7.7","11.1","6.9","8.6","8","9.7",
"Women","November","Total","Donation Count","Unit","45328","46736","47742","58825","60867","70993","77712","83720","85832","83599","83283","73764","71750","74489","67370","60956","63157","68714","65276",
"Women","November","Total","Composition Rate[%]","%","10.2","9.2","9.6","9.7","8.8","9.3","9.8","10.2","9.8","9.1","9.1","9.2","9","9.6","8.9","8.8","8.9","8.9","8.5",
"Women","November","Korean Red Cross","Donation Count","Unit","44318","45877","46382","56749","57732","65872","72017","76313","78678","76504","75552","67547","66075","68971","62489","57245","58457","62931","59257",
"Women","November","Korean Red Cross","Composition Rate[%]","%","10.2","9.1","9.6","9.7","8.7","9.2","9.8","10.1","9.8","9.1","9","9.4","9.1","9.7","8.9","8.9","8.9","8.9","8.5",
"Women","November","Central Seoul","Donation Count","Unit","3861","4426","5173","5174","5250","7740","","","","","","","","6411","6117","5022","5372","6427","5853",
"Women","November","Central Seoul","Composition Rate[%]","%","9.5","9.3","10.3","8.5","8.7","9.8","","","","","","","","9","9","7.8","8.8","9.4","8.5",
"Women","November","Western Seoul","Donation Count","Unit","2261","2384","2805","3826","4174","-","8861","8614","9289","10291","9220","7929","7110","","","","","","",
"Women","November","Western Seoul","Composition Rate[%]","%","11.5","9.7","7.5","8.9","7.8","-","9.6","9.4","10","10.3","9.2","9.9","9.4","","","","","","",
"Women","November","Southern Seoul","Donation Count","Unit","2496","3433","3174","3800","6260","4729","5404","5194","5601","4431","4640","4933","5188","4882","4440","3563","3818","3877","4092",
"Women","November","Southern Seoul","Composition Rate[%]","%","8.1","9","8.7","8.7","8.8","8.1","9.4","8.3","8.9","7.5","7.9","8.5","8.4","8.6","8.2","7.7","8.8","7.9","8.3",
"Women","November","Eastern Seoul","Donation Count","Unit","4926","4972","5302","6064","4676","8425","9124","10961","9586","9344","7795","7094","6870","7008","6047","5238","5356","6539","6036",
"Women","November","Eastern Seoul","Composition Rate[%]","%","13.4","10","9.7","9.5","9.3","9.7","9.7","11.5","9.9","9.1","8.5","9.1","8.8","9","8.2","8.6","8.5","9.1","8",
"Women","November","Busan","Donation Count","Unit","4698","4658","4256","5269","4758","5927","5976","7186","7188","7275","7159","5256","5367","6789","5779","6413","5973","6061","5780",
"Women","November","Busan","Composition Rate[%]","%","9.4","8.9","10.2","10","8.4","9","9","10.8","9.6","9.2","9","8.5","8.5","10.1","9.1","10.8","10.1","9.2","9.1",
"Women","November","Daegu/Gyeongbook","Donation Count","Unit","4887","4701","3601","5702","5304","5998","7453","8028","8720","7843","8157","7008","6263","7555","6146","5720","6592","6698","5573",
"Women","November","Daegu/Gyeongbook","Composition Rate[%]","%","10.3","9.6","9","10.2","8.3","9","10.7","10.7","11.1","9.2","9.9","10.2","9.2","10.9","9.4","10","10","10.1","8.9",
"Women","November","Incheon","Donation Count","Unit","3951","2872","3030","3060","3615","4981","4908","4931","5325","5437","4154","4155","4236","4518","3678","3691","4284","3670","3738",
"Women","November","Incheon","Composition Rate[%]","%","10.2","8.4","9.8","8.7","8.8","9.7","8.2","8.4","8.8","8.9","7","8.6","8.9","9.7","7.9","8.1","9.1","7.2","7.6",
"Women","November","Ulsan","Donation Count","Unit","1626","1089","1272","1356","1646","1888","2078","1978","1871","2029","1762","2190","1831","1786","1904","1899","1709","1980","2146",
"Women","November","Ulsan","Composition Rate[%]","%","9.6","6.3","9.9","8.9","9.9","9.8","10.8","9.3","8.9","9.5","7.4","10.1","9","8.6","8.3","10.1","8.7","8.6","8.4",
"Women","November","Gyeonggi","Donation Count","Unit","1951","2146","2593","3288","3451","5047","5177","4370","4816","4549","5561","4356","4594","4525","4937","4699","4600","4610","4347",
"Women","November","Gyeonggi","Composition Rate[%]","%","9.3","8","9.9","10.5","8.1","10.6","10.3","9.2","9.5","8.4","9.4","8.6","9","9.5","9.5","8.6","8.1","8","7.8",
"Women","November","Gangwon","Donation Count","Unit","787","819","661","1338","1665","2062","2081","2782","2399","2714","2906","2577","2321","2369","2172","2053","2119","2163","2386",
"Women","November","Gangwon","Composition Rate[%]","%","10.3","9.2","7.3","11.5","10.8","12","10.5","12.5","9.5","9.6","8.7","9.3","8.4","8.9","8.3","8.8","8.8","8.2","8.9",
"Women","November","Chungbook","Donation Count","Unit","1630","1312","1313","1896","1660","2059","1756","2575","2428","2503","2630","2143","2233","2198","2190","1938","1828","2019","1893",
"Women","November","Chungbook","Composition Rate[%]","%","9.8","7.6","9.1","10.6","8","9.7","9","11.8","10.5","9.8","10.1","9.5","9.4","9.9","9.1","9.8","8.8","8.9","8.7",
"Women","November","Daejeon/Sejong/Chungnaam","Donation Count","Unit","2329","3641","3343","4624","4139","4202","4904","5985","6301","5824","6629","7360","7529","8027","7588","6294","6000","6490","6187",
"Women","November","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","11.3","12.1","10.7","11.4","9.6","9.8","11","11.1","10.4","9.5","9.7","11.3","11.1","11.5","10.5","9.4","9","9","9.3",
"Women","November","Jeonbook","Donation Count","Unit","2553","2449","2579","2750","2619","3135","3502","3521","3489","2893","3021","2563","2541","2784","2449","2349","2469","2714","1844",
"Women","November","Jeonbook","Composition Rate[%]","%","10","8.2","11.5","10.6","8.8","10.3","10.1","9.9","9.8","8.1","8.9","9","9.4","10.7","8.9","8.9","9.3","9.8","6.7",
"Women","November","Gwangju/Jeonnaam","Donation Count","Unit","4272","4977","4712","5963","5684","6438","7014","6222","7199","7183","7818","6468","6414","5979","5685","4830","4676","5892","5381",
"Women","November","Gwangju/Jeonnaam","Composition Rate[%]","%","10.1","8.9","9","9.5","8.9","9.5","10.1","9.8","10","9.2","9.8","9.4","8.8","9.1","8.8","8.7","8.1","9.1","8.9",
"Women","November","Gyeongnaam","Donation Count","Unit","1530","1533","1922","1791","1841","2105","2570","2623","3239","2845","2820","2551","2666","3118","2339","2355","2583","2595","2587",
"Women","November","Gyeongnaam","Composition Rate[%]","%","12.4","10.2","11.7","10.1","8.8","8.8","11.5","10.3","10.4","9","9.6","9.2","9.2","9.8","7.4","7.7","8.7","8.3","8.6",
"Women","November","Jeju","Donation Count","Unit","560","465","646","848","990","1136","1209","1343","1227","1343","1280","964","912","1022","1018","1181","1078","1196","1414",
"Women","November","Jeju","Composition Rate[%]","%","8.4","7.7","10.7","9.1","8.3","8.3","9.7","11.8","9.6","9.4","8.5","8","7.5","10.2","9","9.3","8.6","9.4","9.7",
"Women","November","Outside of Korean Red Cross","Donation Count","Unit","1010","859","1360","2076","3135","5121","5695","7407","7154","7095","7731","6217","5675","5518","4881","3711","4700","5783","6019",
"Women","November","Outside of Korean Red Cross","Composition Rate[%]","%","11.7","10.5","10.7","11.4","11.3","10.4","9.4","11.4","9","9","10.3","7.7","8.1","8.2","9.8","7","8.6","9.2","8.5",
"Women","December","Total","Donation Count","Unit","42188","43303","44091","59161","57231","69948","69901","65889","76408","78775","72694","70318","70031","62305","61697","65525","64539","63551","66263",
"Women","December","Total","Composition Rate[%]","%","9.5","8.5","8.9","9.8","8.3","9.1","8.8","8.1","8.7","8.6","7.9","8.8","8.8","8","8.2","9.4","9.1","8.2","8.6",
"Women","December","Korean Red Cross","Donation Count","Unit","41703","42303","43049","56831","54035","64913","64378","59799","69636","72576","66158","64317","64980","56637","57444","60301","59087","56945","60087",
"Women","December","Korean Red Cross","Composition Rate[%]","%","9.6","8.4","8.9","9.7","8.2","9.1","8.8","8","8.7","8.7","7.9","8.9","9","8","8.2","9.4","9","8","8.6",
"Women","December","Central Seoul","Donation Count","Unit","3228","3696","4769","5118","4800","7805","","","","","","","","5404","5721","5905","5547","5278","5616",
"Women","December","Central Seoul","Composition Rate[%]","%","7.9","7.8","9.5","8.4","7.9","9.9","","","","","","","","7.6","8.4","9.2","9.1","7.7","8.2",
"Women","December","Western Seoul","Donation Count","Unit","1510","1978","3399","3754","4673","-","8062","7180","7944","8500","7431","7016","6628","","","","","","",
"Women","December","Western Seoul","Composition Rate[%]","%","7.7","8.1","9.1","8.7","8.7","-","8.7","7.9","8.6","8.5","7.4","8.7","8.8","","","","","","",
"Women","December","Southern Seoul","Donation Count","Unit","2899","2909","2839","4365","5974","5472","5351","4949","5303","4819","4568","5195","5263","4589","4182","4189","3986","4213","4398",
"Women","December","Southern Seoul","Composition Rate[%]","%","9.4","7.6","7.8","10","8.4","9.4","9.3","7.9","8.4","8.1","7.8","9","8.6","8.1","7.7","9.1","9.2","8.6","9",
"Women","December","Eastern Seoul","Donation Count","Unit","4164","4599","4604","6305","4070","8388","8634","6879","9076","8846","8194","6670","7256","5979","5929","5409","6030","5744","6469",
"Women","December","Eastern Seoul","Composition Rate[%]","%","11.3","9.3","8.4","9.9","8.1","9.7","9.2","7.2","9.3","8.7","8.9","8.6","9.2","7.7","8","8.9","9.6","8","8.6",
"Women","December","Busan","Donation Count","Unit","5711","4552","4413","5898","5117","5842","5237","5508","5714","6516","5252","5520","5364","5235","5297","5102","4988","5698","5626",
"Women","December","Busan","Composition Rate[%]","%","11.4","8.7","10.5","11.2","9","8.9","7.9","8.3","7.7","8.3","6.6","8.9","8.5","7.8","8.3","8.6","8.4","8.6","8.9",
"Women","December","Daegu/Gyeongbook","Donation Count","Unit","4681","3661","3431","5467","5145","5672","6157","5724","6497","7811","6191","5942","6391","5880","5185","5919","6038","5216","5541",
